Domestic Release Date,Worldwide Release Date,Year Released (Domestic),Year Released (Worldwide),Title,Theatrical Distributor,Genre,Source,Production Method,Creative Type,Production Budget,Opening Weekend Theaters,Maximum Theaters,Theatrical Engagements,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office
25-Dec-03,25-Dec-03,2003,2003,Cold Mountain,Miramax,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$80,000,000 ","2,163","2,802","23,207","$14,574,213 ","$95,632,614 ","$142,207,237 ","$69,541,295 ","$165,173,909 "
29-Mar-02,29-Mar-02,2002,2002,Panic Room,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$48,000,000 ","3,053","3,119","19,105","$30,056,751 ","$95,308,367 ","$149,442,198 ","$101,000,000 ","$196,308,367 "
13-Dec-02,13-Dec-02,2002,2002,Maid in Manhattan,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","2,838","3,050","20,658","$18,711,407 ","$93,932,896 ","$146,278,386 ","$69,905,321 ","$163,838,217 "
14-Nov-03,14-Nov-03,2003,2003,Master and Commander: The Far Side of…,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$135,000,000 ","3,101","3,101","20,899","$25,105,990 ","$93,926,386 ","$141,423,840 ","$118,985,751 ","$212,912,137 "
20-Dec-02,20-Dec-02,2002,2002,Two Weeks Notice,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,755","2,755","18,950","$14,328,494 ","$93,354,918 ","$144,975,092 ","$105,688,391 ","$199,043,309 "
19-Apr-02,19-Apr-02,2002,2002,Space Station,IMAX Films,Documentary,Based on Real Life Events,Live Action,Factual,$0 ,24,64,"5,636","$439,488 ","$93,231,060 ","$132,544,542 ","$33,282,126 ","$126,513,186 "
4-Oct-02,4-Oct-02,2002,2002,Red Dragon,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$78,000,000 ","3,357","3,363","17,225","$36,540,945 ","$92,955,420 ","$145,752,812 ","$113,500,000 ","$206,455,420 "
2-Jul-03,2-Jul-03,2003,2003,"Legally Blonde 2: Red, White & Blonde",MGM,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,350","3,375","17,974","$22,220,670 ","$90,639,088 ","$136,935,662 ","$34,700,000 ","$125,339,088 "
19-Apr-02,18-Apr-02,2002,2002,The Scorpion King,Universal,Action,Spin-Off,Live Action,Fantasy,"$60,000,000 ","3,444","3,466","19,811","$36,075,875 ","$90,580,000 ","$142,028,189 ","$75,310,634 ","$165,890,634 "
8-Oct-03,8-Oct-03,2003,2003,Mystic River,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ",13,"1,581","24,014","$640,815 ","$90,135,191 ","$134,605,151 ","$66,686,829 ","$156,822,020 "
7-Aug-02,7-Aug-02,2002,2002,Spy Kids 2: The Island of Lost Dreams,Miramax/Dimension,Adventure,Original Screenplay,Live Action,Kids Fiction,"$38,000,000 ","3,307","3,307","27,619","$16,711,716 ","$85,846,296 ","$134,590,019 ","$33,875,000 ","$119,721,296 "
24-Oct-03,24-Oct-03,2003,2003,Brother Bear,Walt Disney,Adventure,Original Screenplay,Hand Animation,Kids Fiction,$0 ,2,"3,030","20,952","$291,940 ","$85,336,277 ","$128,834,996 ","$165,061,521 ","$250,397,798 "
15-Aug-03,15-Aug-03,2003,2003,Freddy vs. Jason,New Line,Horror,Spin-Off,Live Action,Contemporary Fiction,"$25,000,000 ","3,014","3,014","14,652","$36,428,066 ","$82,622,655 ","$124,824,601 ","$31,953,748 ","$114,576,403 "
22-Mar-02,22-Mar-02,2002,2002,Blade 2,New Line,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$54,000,000 ","2,707","2,707","14,654","$32,528,016 ","$81,676,888 ","$128,068,234 ","$72,661,713 ","$154,338,601 "
3-Oct-03,3-Oct-03,2003,2003,School of Rock,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,614","2,951","20,967","$19,622,714 ","$81,261,177 ","$122,722,641 ","$50,683,495 ","$131,944,672 "
18-Jan-02,18-Jan-02,2002,2002,Snow Dogs,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$32,000,000 ","2,302","2,454","20,301","$17,814,259 ","$81,150,692 ","$127,243,160 ","$35,747,336 ","$116,898,028 "
17-Oct-03,17-Oct-03,2003,2003,The Texas Chainsaw Massacre,New Line,Horror,Remake,Live Action,Historical Fiction,"$9,000,000 ","3,016","3,018","14,947","$28,094,014 ","$80,571,655 ","$121,721,525 ","$27,395,664 ","$107,967,319 "
1-Mar-02,1-Mar-02,2002,2002,We Were Soldiers,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$70,000,000 ","3,143","3,143","20,408","$20,212,543 ","$78,120,196 ","$122,491,384 ","$36,538,066 ","$114,658,262 "
20-Dec-02,20-Dec-02,2002,2002,Gangs of New York,Miramax,Drama,Original Screenplay,Live Action,Historical Fiction,"$97,000,000 ","1,504","2,340","19,277","$9,496,870 ","$77,730,500 ","$120,127,047 ","$105,394,121 ","$183,124,621 "
26-Nov-03,26-Nov-03,2003,2003,The Haunted Mansion,Walt Disney,Adventure,Based on Theme Park Ride,Live Action,Kids Fiction,"$90,000,000 ","3,122","3,122","19,087","$24,278,410 ","$75,817,994 ","$114,307,998 ","$79,932,634 ","$155,750,628 "
13-Sep-02,13-Sep-02,2002,2002,Barbershop,MGM,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$12,000,000 ","1,605","2,176","15,979","$20,627,433 ","$75,781,642 ","$118,792,952 ","$1,281,819 ","$77,063,461 "
29-Mar-02,29-Mar-02,2002,2002,The Rookie,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000 ","2,511","2,543","22,150","$16,021,684 ","$75,600,072 ","$118,539,867 ","$4,891,444 ","$80,491,516 "
21-Feb-03,21-Feb-03,2003,2003,Old School,Dreamworks SKG,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$24,000,000 ","2,689","2,742","16,490","$17,453,216 ","$75,155,000 ","$113,542,622 ","$11,582,464 ","$86,737,464 "
24-May-02,24-May-02,2002,2002,Spirit: Stallion of the Cimarron,Dreamworks SKG,Adventure,Original Screenplay,Hand Animation,Kids Fiction,"$80,000,000 ","3,317","3,362","18,243","$17,770,036 ","$73,215,310 ","$114,800,594 ","$33,300,000 ","$106,515,310 "
15-Feb-02,15-Feb-02,2002,2002,John Q,New Line,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$36,000,000 ","2,466","2,505","15,120","$20,275,194 ","$71,026,631 ","$111,368,775 ","$31,200,000 ","$102,226,631 "
10-Oct-03,10-Oct-03,2003,2003,Kill Bill: Volume 1,Miramax,Action,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","3,102","3,102","15,421","$22,089,322 ","$70,098,138 ","$105,883,416 ","$106,371,290 ","$176,469,428 "
7-Jun-02,7-Jun-02,2002,2002,The Divine Secrets of the Ya-Ya Siste…,Warner Bros.,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$27,000,000 ","2,507","2,507","15,070","$16,167,412 ","$69,586,544 ","$109,110,734 ","$4,240,224 ","$73,826,768 "
18-Apr-03,18-Apr-03,2003,2003,Holes,Walt Disney,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$20,000,000 ","2,331","2,452","17,813","$16,300,155 ","$67,383,924 ","$101,802,246 ","$3,848,290 ","$71,232,214 "
24-May-02,24-May-02,2002,2002,Insomnia,Warner Bros.,Thriller/Suspense,Remake,Live Action,Contemporary Fiction,"$46,000,000 ","2,610","2,610","13,979","$20,930,169 ","$67,263,182 ","$105,467,736 ","$46,359,317 ","$113,622,499 "
12-Apr-02,12-Apr-02,2002,2002,Changing Lanes,Paramount Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ","2,613","2,642","18,717","$17,128,062 ","$66,790,248 ","$104,726,182 ",$0 ,"$66,790,248 "
17-Jan-03,17-Jan-03,2003,2003,Kangaroo Jack,Warner Bros.,Adventure,Original Screenplay,Live Action,Kids Fiction,"$60,000,000 ","2,818","2,848","20,763","$16,580,209 ","$66,723,216 ","$100,804,054 ","$23,835,366 ","$90,558,582 "
11-Jul-03,11-Jul-03,2003,2003,The League of Extraordinary Gentlemen,20th Century Fox,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$78,000,000 ","3,002","3,002","14,353","$23,075,892 ","$66,465,204 ","$100,414,255 ","$112,800,000 ","$179,265,204 "
10-Dec-03,10-Dec-03,2003,2003,Big Fish,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,"$70,000,000 ",6,"2,514","14,454","$207,377 ","$66,432,867 ","$97,826,478 ","$57,521,456 ","$123,954,323 "
25-Jul-03,25-Jul-03,2003,2003,Lara Croft: Tomb Raider: The Cradle o…,Paramount Pictures,Adventure,Based on Game,Live Action,Contemporary Fiction,"$90,000,000 ","3,222","3,222","15,630","$21,783,641 ","$65,653,758 ","$99,188,341 ","$91,439,185 ","$157,092,943 "
13-Dec-02,13-Dec-02,2002,2002,About Schmidt,New Line,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ",6,"1,240","13,207","$282,367 ","$65,005,217 ","$98,896,648 ","$42,049,267 ","$107,054,484 "
19-Jul-02,19-Jul-02,2002,2002,Stuart Little 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$120,000,000 ","3,255","3,282","19,671","$15,115,152 ","$64,956,806 ","$101,851,376 ","$101,043,194 ","$166,000,000 "
25-Oct-02,25-Oct-02,2002,2002,Jackass: The Movie,Paramount Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$5,000,000 ","2,509","2,532","13,417","$22,763,437 ","$64,282,312 ","$100,789,587 ","$15,000,000 ","$79,282,312 "
19-Dec-03,19-Dec-03,2003,2003,Mona Lisa Smile,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$65,000,000 ","2,677","2,714","14,635","$11,528,498 ","$63,803,100 ","$95,788,252 ","$77,402,069 ","$141,205,169 "
7-Feb-03,7-Feb-03,2003,2003,Shanghai Knights,Walt Disney,Adventure,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ","2,753","2,755","16,105","$19,603,630 ","$60,470,220 ","$91,357,157 ","$27,846,615 ","$88,316,835 "
26-Nov-03,26-Nov-03,2003,2003,Bad Santa,Miramax/Dimension,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","2,005","2,540","14,698","$12,292,952 ","$60,060,328 ","$90,599,925 ","$17,086,703 ","$77,147,031 "
21-Nov-03,21-Nov-03,2003,2003,Gothika,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,382","2,382","12,050","$19,288,438 ","$59,588,068 ","$89,964,694 ","$81,896,744 ","$141,484,812 "
7-Nov-03,7-Nov-03,2003,2003,Love Actually,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$45,000,000 ",576,"1,870","11,351","$6,886,080 ","$59,472,278 ","$89,760,047 ","$188,810,292 ","$248,282,570 "
15-Aug-03,15-Aug-03,2003,2003,Open Range,Walt Disney,Western,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$26,000,000 ","2,075","2,268","14,795","$14,047,781 ","$58,331,254 ","$88,125,658 ","$10,282,738 ","$68,613,992 "
8-Mar-02,8-Mar-02,2002,2002,The Time Machine,Dreamworks SKG,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$80,000,000 ","2,944","2,958","12,999","$22,610,437 ","$56,684,819 ","$88,881,014 ","$42,298,771 ","$98,983,590 "
13-Dec-02,13-Dec-02,2002,2002,Drumline,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","1,836","1,837","12,053","$12,604,705 ","$56,398,162 ","$87,924,737 ",$713 ,"$56,398,875 "
12-Sep-03,12-Sep-03,2003,2003,Once Upon a Time in Mexico,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$29,000,000 ","3,282","3,289","13,466","$23,424,118 ","$56,330,657 ","$85,103,197 ","$41,082,870 ","$97,413,527 "
10-Jan-03,10-Jan-03,2003,2003,Just Married,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000 ","2,766","2,769","15,077","$17,548,993 ","$56,127,162 ","$84,795,762 ","$45,437,773 ","$101,564,935 "
19-May-04,19-May-04,2004,2004,Shrek 2,Dreamworks SKG,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$70,000,000 ","4,163","4,223","33,603","$108,037,878 ","$441,226,247 ","$647,273,927 ","$494,027,731 ","$935,253,978 "
19-May-05,19-May-05,2005,2005,Star Wars Ep. III: Revenge of the Sith,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$115,000,000 ","3,661","3,663","26,895","$108,435,841 ","$380,270,577 ","$540,446,942 ","$468,728,300 ","$848,998,877 "
30-Jun-04,30-Jun-04,2004,2004,Spider-Man 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","4,152","4,166","29,417","$88,156,227 ","$373,524,485 ","$547,956,206 ","$421,173,072 ","$794,697,557 "
25-Feb-04,19-Feb-04,2004,2004,The Passion of the Christ,Newmarket Films,Drama,Based on Religious Text,Live Action,Dramatization,"$25,000,000 ","3,043","3,408","35,829","$83,848,082 ","$370,782,930 ","$543,911,111 ","$251,530,705 ","$622,313,635 "
9-Dec-05,9-Dec-05,2005,2005,"The Chronicles of Narnia: The Lion, t…",Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$180,000,000 ","3,616","3,853","33,654","$65,556,312 ","$291,710,957 ","$412,335,608 ","$428,828,615 ","$720,539,572 "
18-Nov-05,18-Nov-05,2005,2005,Harry Potter and the Goblet of Fire,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$150,000,000 ","3,858","3,858","29,032","$102,685,961 ","$290,201,752 ","$411,719,381 ","$606,898,042 ","$897,099,794 "
22-Dec-04,22-Dec-04,2004,2004,Meet the Fockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,518","3,554","29,879","$46,120,980 ","$279,167,575 ","$404,193,819 ","$237,400,000 ","$516,567,575 "
5-Nov-04,22-Oct-04,2004,2004,The Incredibles,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$92,000,000 ","3,933","3,933","32,554","$70,467,623 ","$261,441,092 ","$383,083,289 ","$370,000,000 ","$631,441,092 "
4-Jun-04,31-May-04,2004,2004,Harry Potter and the Prisoner of Azkaban,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$130,000,000 ","3,855","3,855","25,764","$93,687,367 ","$249,757,726 ","$366,070,829 ","$544,262,538 ","$794,020,264 "
29-Jun-05,29-Jun-05,2005,2005,War of the Worlds,Paramount Pictures,Action,Remake,Animation/Live Action,Science Fiction,"$132,000,000 ","3,908","3,910","23,662","$64,878,725 ","$234,280,354 ","$332,963,185 ","$372,556,181 ","$606,836,535 "
14-Dec-05,14-Dec-05,2005,2005,King Kong,Universal,Adventure,Remake,Animation/Live Action,Fantasy,"$207,000,000 ","3,568","3,627","23,569","$50,130,145 ","$218,080,025 ","$308,433,052 ","$332,437,332 ","$550,517,357 "
15-Jul-05,15-Jul-05,2005,2005,Wedding Crashers,New Line,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,925","3,131","31,358","$33,900,720 ","$209,218,368 ","$297,344,661 ","$74,000,000 ","$283,218,368 "
15-Jul-05,15-Jul-05,2005,2005,Charlie and the Chocolate Factory,Warner Bros.,Adventure,Remake,Live Action,Kids Fiction,"$150,000,000 ","3,770","3,790","29,143","$56,178,450 ","$206,459,076 ","$293,423,115 ","$269,366,408 ","$475,825,484 "
15-Jun-05,15-Jun-05,2005,2005,Batman Begins,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$150,000,000 ","3,858","3,858","26,196","$48,745,440 ","$205,343,774 ","$291,838,030 ","$153,798,948 ","$359,142,722 "
27-May-05,27-May-05,2005,2005,Madagascar,Dreamworks SKG,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","4,131","4,142","30,593","$47,224,594 ","$193,595,521 ","$275,141,213 ","$362,964,045 ","$556,559,566 "
10-Nov-04,10-Nov-04,2004,2004,The Polar Express,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$170,000,000 ","3,650","3,650","35,138","$23,325,035 ","$188,042,855 ","$269,052,326 ","$124,140,582 ","$312,183,437 "
28-May-04,27-May-04,2004,2004,The Day After Tomorrow,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000 ","3,425","3,444","19,933","$68,743,584 ","$186,740,799 ","$273,946,646 ","$369,099,318 ","$555,840,117 "
10-Jun-05,10-Jun-05,2005,2005,Mr. and Mrs. Smith,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000 ","3,424","3,451","25,425","$50,342,878 ","$186,336,279 ","$264,824,256 ","$299,787,811 ","$486,124,090 "
11-Feb-05,11-Feb-05,2005,2005,Hitch,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$55,000,000 ","3,575","3,575","28,136","$43,142,214 ","$177,784,257 ","$252,669,977 ","$189,000,000 ","$366,784,257 "
23-Jul-04,23-Jul-04,2004,2004,The Bourne Supremacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$85,000,000 ","3,165","3,304","25,467","$52,521,865 ","$176,087,450 ","$258,318,295 ","$134,913,674 ","$311,001,124 "
19-Nov-04,19-Nov-04,2004,2004,National Treasure,Walt Disney,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","3,017","3,243","29,404","$35,142,554 ","$173,005,002 ","$252,950,392 ","$158,318,408 ","$331,323,410 "
1-Oct-04,20-Sep-04,2004,2004,Shark Tale,Dreamworks SKG,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$75,000,000 ","4,016","4,070","26,533","$47,604,606 ","$161,412,000 ","$236,759,826 ","$210,505,043 ","$371,917,043 "
27-May-05,27-May-05,2005,2005,The Longest Yard,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$82,000,000 ","3,634","3,654","23,100","$47,606,480 ","$158,119,460 ","$224,722,036 ","$33,439,045 ","$191,558,505 "
8-Jul-05,8-Jul-05,2005,2005,Fantastic Four,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$87,500,000 ","3,602","3,619","21,420","$56,061,504 ","$154,696,080 ","$219,856,668 ","$178,436,670 ","$333,132,750 "
16-Jul-04,16-Jul-04,2004,2004,"I, Robot",20th Century Fox,Action,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,"$105,000,000 ","3,420","3,494","21,471","$52,179,887 ","$144,801,023 ","$212,421,468 ","$203,828,562 ","$348,629,585 "
4-Nov-05,4-Nov-05,2005,2005,Chicken Little,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$150,000,000 ","3,654","3,658","25,829","$40,049,778 ","$135,386,665 ","$192,309,249 ","$174,657,158 ","$310,043,823 "
14-May-04,13-May-04,2004,2004,Troy,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$150,000,000 ","3,411","3,411","18,707","$46,865,412 ","$133,298,577 ","$195,547,507 ","$349,853,463 ","$483,152,040 "
11-Mar-05,11-Mar-05,2005,2005,Robots,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$80,000,000 ","3,776","3,776","27,919","$36,045,301 ","$128,200,012 ","$182,200,009 ","$132,500,000 ","$260,700,012 "
10-Dec-04,10-Dec-04,2004,2004,Ocean's Twelve,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$110,000,000 ","3,290","3,290","21,853","$39,153,380 ","$125,531,634 ","$183,305,544 ","$237,457,442 ","$362,989,076 "
13-Feb-04,13-Feb-04,2004,2004,50 First Dates,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","3,591","3,612","22,721","$39,852,237 ","$120,776,832 ","$177,178,249 ","$75,543,497 ","$196,320,329 "
7-May-04,5-May-04,2004,2004,Van Helsing,Universal,Action,Original Screenplay,Live Action,Historical Fiction,"$170,000,000 ","3,575","3,580","18,550","$51,748,040 ","$120,150,546 ","$176,259,497 ","$180,000,000 ","$300,150,546 "
18-Nov-05,18-Nov-05,2005,2005,Walk the Line,20th Century Fox,Drama,Based on Real Life Events,Live Action,Dramatization,"$29,000,000 ","2,961","3,160","27,337","$22,347,341 ","$119,519,402 ","$169,019,187 ","$68,188,093 ","$187,707,495 "
23-Jun-04,23-Jun-04,2004,2004,Fahrenheit 9/11,Lionsgate,Documentary,Based on Real Life Events,Live Action,Factual,"$6,000,000 ",868,"2,011","13,521","$23,920,637 ","$119,114,517 ","$174,739,648 ","$102,034,442 ","$221,148,959 "
17-Dec-04,17-Dec-04,2004,2004,Lemony Snicket's A Series of Unfortun…,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$100,000,000 ","3,620","3,623","21,544","$30,061,756 ","$118,627,117 ","$172,925,628 ","$94,328,907 ","$212,956,024 "
18-Jun-04,18-Jun-04,2004,2004,Dodgeball: A True Underdog Story,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,694","3,020","17,147","$30,070,196 ","$114,326,736 ","$167,716,029 ","$53,464,968 ","$167,791,704 "
30-Jul-04,30-Jul-04,2004,2004,The Village,Walt Disney,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$71,682,975 ","3,730","3,733","17,250","$50,746,142 ","$114,197,520 ","$167,526,468 ","$143,444,114 ","$257,641,634 "
4-Mar-05,4-Mar-05,2005,2005,The Pacifier,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$56,000,000 ","3,131","3,181","26,249","$30,552,694 ","$113,006,880 ","$160,607,278 ","$85,000,000 ","$198,006,880 "
21-Dec-05,21-Dec-05,2005,2005,Fun With Dick And Jane,Sony Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$140,000,000 ","3,056","3,239","20,133","$14,383,515 ","$110,550,000 ","$155,583,131 ","$92,468,919 ","$203,018,919 "
