,Unnamed: 0,Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country,index
880,919,In & Out,In & Out,1997-09-19,1997,9,126662425,63826569,Comedy,Paramount Pictures,24,Nominated for 1 Oscar. Another 7 wins & 17 nominations.,70.0,6.4,71%,PG-13,Frank Oz,90 min,USA,
881,921,Sister Act 2 Back in the Habit,Sister Act 2 Back in the Habit,1993-12-10,1993,12,126400621,57319029,Comedy,Walt Disney,23,1 win & 3 nominations.,38.0,5.6,17%,PG,Bill Duke,107 min,USA,
882,922,La Bamba,La Bamba,1987-07-24,1987,7,126317757,54215416,Drama,Sony Pictures,23,Nominated for 1 Golden Globe. Another 3 wins & 2 nominations.,65.0,6.9,91%,PG-13,Luis Valdez,108 min,USA,
883,923,Mean Girls,Mean Girls,2004-04-30,2004,4,126230310,86047227,Comedy,Paramount Pictures,25,7 wins & 25 nominations.,66.0,7.0,84%,PG-13,Mark Waters,97 min,"USA, Canada",
884,924,The Fifth Element,The Fifth Element,1997-05-09,1997,5,126172234,63570862,Action,Sony Pictures,24,Nominated for 1 Oscar. Another 10 wins & 38 nominations.,52.0,7.7,70%,PG-13,Luc Besson,126 min,"France, UK, USA",
885,925,Scary Movie 4,Scary Movie 4,2006-04-14,2006,4,126163925,90710620,Comedy,Weinstein/Dimension,25,1 win & 3 nominations.,40.0,5.1,35%,PG-13,David Zucker,83 min,USA,
886,926,Species,Species,1995-07-07,1995,7,125769198,60054449,Action,MGM,24,3 wins & 6 nominations.,49.0,5.8,43%,R,Roger Donaldson,108 min,USA,
887,928,Brubaker,Brubaker,1980-06-20,1980,6,125717007,37121708,Drama,20th Century Fox,22,Nominated for 1 Oscar. Another 1 win & 1 nomination.,54.0,7.2,75%,R,Stuart Rosenberg,131 min,USA,
888,929,The Princess and the Frog,The Princess and the Frog,2009-11-25,2009,11,125699042,104400899,Adventure,Walt Disney,25,Nominated for 3 Oscars. Another 11 wins & 38 nominations.,73.0,7.1,85%,G,"Ron Clements, John Musker",97 min,USA,
889,930,My Girl,My Girl,1991-11-27,1991,11,125530789,58011485,Comedy,Sony Pictures,23,2 wins & 5 nominations.,56.0,6.9,53%,PG,Howard Zieff,102 min,USA,
890,931,Unlawful Entry,Unlawful Entry,1992-06-26,1992,6,125429814,57138719,Thriller/Suspense,20th Century Fox,23,1 nomination.,,6.3,73%,R,Jonathan Kaplan,111 min,"Japan, USA",
891,932,The Family Man,The Family Man,2000-12-22,2000,12,125423938,75764085,Comedy,Universal,24,4 wins & 6 nominations.,42.0,6.8,53%,PG-13,Brett Ratner,125 min,USA,
892,933,The American President,The American President,1995-11-17,1995,11,125405955,60022813,Romantic Comedy,Sony Pictures,24,Nominated for 1 Oscar. Another 1 win & 9 nominations.,67.0,6.8,91%,PG-13,Rob Reiner,114 min,USA,
893,934,Night at the Museum: Secret of the Tomb,Night at the Museum Secret of the Tomb,2014-12-19,2014,12,125307066,113746621,Adventure,20th Century Fox,25,1 win & 4 nominations.,47.0,6.2,47%,PG,Shawn Levy,98 min,"UK, USA",
894,936,Tombstone,Tombstone,1993-12-25,1993,12,125121186,56505065,Western,Walt Disney,23,2 nominations.,50.0,7.8,74%,R,"George P. Cosmatos, Kevin Jarre",130 min,USA,
895,937,Beethoven,Beethoven,1992-04-03,1992,4,125080245,56979478,Comedy,Universal,23,1 win & 4 nominations.,,5.7,30%,PG,Brian Levant,87 min,USA,
896,938,Freddy vs. Jason,Freddy vs. Jason,2003-08-15,2003,8,124824601,82622655,Horror,New Line,25,2 wins & 11 nominations.,37.0,5.7,41%,R,Ronny Yu,97 min,"Canada, USA",
897,939,Jingle All the Way,Jingle All the Way,1996-11-22,1996,11,124628189,60592389,Adventure,20th Century Fox,24,2 wins & 4 nominations.,34.0,5.6,15%,PG,Brian Levant,89 min,USA,
898,940,RoboCop,RoboCop,1987-07-17,1987,7,124475405,53424681,Action,Orion Pictures,23,Nominated for 2 Oscars. Another 11 wins & 10 nominations.,67.0,7.5,90%,R,Paul Verhoeven,102 min,USA,
899,942,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014-03-07,2014,3,124335803,111506430,Adventure,20th Century Fox,25,2 wins & 16 nominations.,59.0,6.8,81%,PG,Rob Minkoff,92 min,USA,
900,943,The Thomas Crown Affair,The Thomas Crown Affair,1999-08-06,1999,8,124281563,69304264,Drama,MGM,23,3 wins & 2 nominations.,72.0,6.8,70%,R,John McTiernan,113 min,USA,
901,944,Hop,Hop,2011-04-01,2011,4,124168617,108085305,Adventure,Universal,25,2 nominations.,41.0,5.4,25%,PG,Tim Hill,95 min,USA,
902,945,The Cable Guy,The Cable Guy,1996-06-14,1996,6,124160427,60240295,Comedy,Sony Pictures,24,3 wins & 2 nominations.,56.0,6.1,54%,PG-13,Ben Stiller,96 min,USA,
903,946,The Abyss,The Abyss,1989-08-09,1989,8,123848336,54243125,Action,20th Century Fox,23,Won 1 Oscar. Another 8 wins & 15 nominations.,62.0,7.6,89%,PG-13,James Cameron,171 min,USA,
904,947,Hollow Man,Hollow Man,2000-08-04,2000,8,123736001,73209340,Horror,Sony Pictures,24,Nominated for 1 Oscar. Another 7 wins & 13 nominations.,24.0,5.8,27%,R,Paul Verhoeven,112 min,"USA, Germany",
905,948,Saw II,Saw II,2005-10-28,2005,10,123681186,87025093,Horror,Lionsgate,25,4 wins & 8 nominations.,40.0,6.6,37%,R,Darren Lynn Bousman,93 min,"USA, Canada",
906,949,Galaxy Quest,Galaxy Quest,1999-12-24,1999,12,123534962,71423726,Adventure,Dreamworks SKG,23,7 wins & 14 nominations.,70.0,7.3,89%,PG,Dean Parisot,102 min,USA,
907,950,Scooby-Doo 2: Monsters Unleashed,Scooby-Doo 2 Monsters Unleashed,2004-03-26,2004,3,123499014,84185387,Adventure,Warner Bros.,25,1 win & 4 nominations.,34.0,5.1,22%,PG,Raja Gosnell,93 min,"USA, Canada",
908,951,Anchorman: The Legend of Ron Burgundy,Anchorman The Legend of Ron Burgundy,2004-07-09,2004,7,123427892,84136909,Comedy,Dreamworks SKG,25,1 win & 13 nominations.,63.0,7.2,66%,PG-13,Adam McKay,94 min,USA,
909,952,Failure to Launch,Failure to Launch,2006-03-10,2006,3,123388609,88715192,Romantic Comedy,Paramount Pictures,25,5 nominations.,47.0,5.6,24%,PG-13,Tom Dey,97 min,USA,
910,953,Inside Man,Inside Man,2006-03-24,2006,3,123276010,88634237,Thriller/Suspense,Universal,25,6 wins & 11 nominations.,76.0,7.6,86%,R,Spike Lee,129 min,USA,
911,954,Outrageous Fortune,Outrageous Fortune,1987-01-30,1987,1,123170789,52864741,Comedy,Walt Disney,23,Nominated for 1 Golden Globe. Another 2 wins.,,6.2,50%,R,Arthur Hiller,99 min,USA,
912,955,Black Swan,Black Swan,2010-12-03,2010,12,123148187,106954678,Thriller/Suspense,Fox Searchlight,25,Won 1 Oscar. Another 97 wins & 277 nominations.,79.0,8.0,85%,R,Darren Aronofsky,108 min,USA,
913,956,Yes Man,Yes Man,2008-12-19,2008,12,122966142,97690976,Comedy,Warner Bros.,25,3 wins & 9 nominations.,46.0,6.8,46%,PG-13,Peyton Reed,104 min,"USA, UK",
914,957,Forever Young,Forever Young,1992-12-11,1992,12,122893117,55942530,Drama,Warner Bros.,23,,,6.3,57%,PG,Steve Miner,102 min,USA,
915,958,Training Day,Training Day,2001-10-05,2001,10,122745234,76261036,Drama,Warner Bros.,25,Won 1 Oscar. Another 17 wins & 23 nominations.,69.0,7.7,72%,R,Antoine Fuqua,122 min,USA,
916,959,School of Rock,School of Rock,2003-10-03,2003,10,122722641,81261177,Comedy,Paramount Pictures,25,Nominated for 1 Golden Globe. Another 8 wins & 22 nominations.,82.0,7.1,91%,PG-13,Richard Linklater,109 min,"USA, Germany",
917,960,Throw Momma From the Train,Throw Momma From the Train,1987-12-11,1987,12,122586046,53380796,Comedy,Orion Pictures,23,Nominated for 1 Oscar. Another 2 wins & 3 nominations.,56.0,6.3,63%,PG-13,Danny DeVito,88 min,USA,
918,961,We Were Soldiers,We Were Soldiers,2002-03-01,2002,3,122491384,78120196,Drama,Paramount Pictures,25,3 wins & 5 nominations.,65.0,7.2,63%,R,Randall Wallace,138 min,"USA, Germany, France",
919,962,Legal Eagles,Legal Eagles,1986-06-18,1986,6,122411853,49851591,Comedy,Universal,23,1 win.,57.0,6.0,44%,PG,Ivan Reitman,116 min,USA,
920,963,Blue Thunder,Blue Thunder,1983-05-13,1983,5,122372899,42313354,Action,Sony Pictures,23,Nominated for 1 Oscar. Another 1 win & 2 nominations.,66.0,6.4,81%,R,John Badham,109 min,USA,
921,964,Blue Streak,Blue Streak,1999-09-17,1999,9,122272070,68208190,Action,Sony Pictures,23,,46.0,6.3,36%,PG-13,Les Mayfield,93 min,"Germany, USA",
922,965,Jaws 3-D,Jaws 3-D,1983-07-22,1983,7,122175740,42245180,Horror,Universal,23,5 nominations.,27.0,3.7,13%,PG,Joe Alves,99 min,USA,
923,967,The Dark Crystal,The Dark Crystal,1982-12-17,1982,12,121901930,40577001,Adventure,Universal,23,Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,66.0,7.2,79%,PG,"Jim Henson, Frank Oz",93 min,"USA, UK",
924,968,Time Bandits,Time Bandits,1981-11-06,1981,11,121880658,37400000,Adventure,Avco Embassy,23,1 win & 8 nominations.,79.0,7.0,89%,PG,Terry Gilliam,110 min,UK,
925,969,Robin Hood,Robin Hood,2010-05-14,2010,5,121798213,105487148,Action,Universal,25,1 win & 14 nominations.,53.0,6.6,43%,PG-13,Ridley Scott,140 min,"USA, UK",
926,970,The Saint,The Saint,1997-04-04,1997,4,121790779,61363304,Action,Paramount Pictures,24,1 win & 2 nominations.,50.0,6.2,30%,PG-13,Phillip Noyce,116 min,USA,
927,971,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,2003-10-17,2003,10,121721525,80571655,Horror,New Line,25,4 wins & 17 nominations.,38.0,6.2,37%,R,Marcus Nispel,98 min,USA,
928,972,Courage Under Fire,Courage Under Fire,1996-07-12,1996,7,121611039,59003384,Drama,20th Century Fox,24,9 wins & 7 nominations.,77.0,6.6,85%,R,Edward Zwick,116 min,USA,
929,973,Boyz n the Hood,Boyz n the Hood,1991-07-12,1991,7,121589485,56190094,Drama,Sony Pictures,23,Nominated for 2 Oscars. Another 11 wins & 21 nominations.,76.0,7.7,96%,R,John Singleton,112 min,USA,
930,975,Scarface,Scarface,1983-12-09,1983,12,121058463,44942821,Drama,Universal,23,Nominated for 3 Golden Globes. Another 4 nominations.,65.0,8.3,81%,R,Brian De Palma,170 min,USA,
931,977,Devil's Advocate,Devil's Advocate,1997-10-17,1997,10,121003384,61007424,Drama,Warner Bros.,24,2 wins & 7 nominations.,60.0,7.5,67%,R,Taylor Hackford,144 min,"USA, Germany",
932,978,Jack,Jack,1996-08-09,1996,8,120810543,58617334,Drama,Walt Disney,24,1 win & 5 nominations.,50.0,7.0,63%,PG-13,Christopher McQuarrie,130 min,USA,
933,980,Alien 3,Alien 3,1992-05-22,1992,5,120575068,54927174,Action,20th Century Fox,23,Nominated for 1 Oscar. Another 5 wins & 24 nominations.,59.0,6.5,44%,R,David Fincher,114 min,USA,
934,982,The Chronicles of Narnia: The Voyage …,The Chronicles of Narnia The Voyage …,2010-12-10,2010,12,120426201,104386950,Adventure,20th Century Fox,25,Nominated for 1 Golden Globe. Another 2 wins & 17 nominations.,53.0,6.3,50%,PG,Michael Apted,113 min,"USA, UK",
935,983,Cobra,Cobra,1986-05-23,1986,5,120424434,49042224,Action,Cannon,23,3 wins & 16 nominations.,32.0,5.8,34%,PG-13,Stephen Sommers,118 min,"USA, Czech Republic",
936,984,"10,000 B.C.","10,000 B.C.",2008-03-07,2008,3,120262404,94784201,Adventure,Warner Bros.,25,,34.0,5.1,8%,PG-13,Roland Emmerich,109 min,"USA, South Africa",
937,985,Gangs of New York,Gangs of New York,2002-12-20,2002,12,120127047,77730500,Drama,Miramax,25,Nominated for 10 Oscars. Another 50 wins & 124 nominations.,72.0,7.5,73%,R,Martin Scorsese,167 min,"USA, Italy",
938,986,Kiss the Girls,Kiss the Girls,1997-10-03,1997,10,120100054,60527873,Thriller/Suspense,Paramount Pictures,24,5 nominations.,46.0,6.6,29%,R,Gary Fleder,115 min,USA,
939,987,Captain Phillips,Captain Phillips,2013-10-11,2013,10,120038134,107136417,Drama,Sony Pictures,25,Nominated for 6 Oscars. Another 16 wins & 146 nominations.,82.0,7.8,93%,PG-13,Paul Greengrass,134 min,USA,
940,988,The Game Plan,The Game Plan,2007-09-28,2007,9,119965363,90648202,Comedy,Walt Disney,25,3 nominations.,44.0,6.1,28%,PG,Andy Fickman,110 min,USA,
941,989,Beverly Hills Chihuahua,Beverly Hills Chihuahua,2008-10-03,2008,10,119880276,94514402,Adventure,Walt Disney,25,3 wins & 6 nominations.,41.0,3.8,41%,PG,Raja Gosnell,91 min,"USA, Mexico",
942,990,Fletch,Fletch,1985-05-31,1985,5,119841403,46700000,Comedy,Universal,23,1 nomination.,68.0,6.9,77%,PG,Michael Ritchie,98 min,USA,
943,991,"Tarzan, The Ape Man","Tarzan, The Ape Man",1981-07-24,1981,7,119822709,36565000,Action,MGM,23,1 win & 1 nomination.,,7.0,100%,Passed,W.S. Van Dyke,100 min,USA,
944,992,Spy!,Spy!,2015-06-05,2015,6,119765389,110825712,Comedy,20th Century Fox,25,Nominated for 2 Golden Globes. Another 6 wins & 27 nominations.,75.0,7.0,95%,R,Paul Feig,120 min,"USA, UK, France, Hungary, Germany",
945,993,End of Days,End of Days,1999-11-24,1999,11,119570554,66889043,Action,Universal,23,1 win & 7 nominations.,33.0,5.8,11%,R,Peter Hyams,122 min,USA,
946,994,Paranormal Activity 3,Paranormal Activity 3,2011-10-21,2011,10,119508405,104028807,Horror,Paramount Pictures,25,1 win & 6 nominations.,59.0,5.8,67%,R,"Henry Joost, Ariel Schulman",83 min,USA,
947,995,Bad Moms,Bad Moms,2016-07-29,2016,7,119280227,113257297,Comedy,STX Entertainment,25,3 wins & 5 nominations.,60.0,6.2,58%,R,"Jon Lucas, Scott Moore",100 min,USA,
948,996,The Living Daylights,The Living Daylights,1987-07-31,1987,7,119257115,51185000,Action,MGM,23,3 wins & 4 nominations.,60.0,6.7,72%,PG,John Glen,130 min,UK,
949,997,Star Trek V: The Final Frontier,Star Trek V The Final Frontier,1989-06-09,1989,6,119206400,52210049,Action,Paramount Pictures,23,4 wins & 3 nominations.,43.0,5.5,21%,PG,William Shatner,107 min,USA,
950,998,Along Came a Spider,Along Came a Spider,2001-04-06,2001,4,119200478,74058698,Thriller/Suspense,Paramount Pictures,25,1 win & 1 nomination.,42.0,6.4,31%,R,Lee Tamahori,104 min,"USA, Germany, Canada",
951,999,Bowfinger,Bowfinger,1999-08-13,1999,8,119180974,66458769,Comedy,Universal,23,6 nominations.,71.0,6.4,81%,PG-13,Frank Oz,97 min,USA,
952,1000,Trainwreck,Trainwreck,2015-07-17,2015,7,119102928,110212700,Comedy,Universal,25,Nominated for 2 Golden Globes. Another 5 wins & 25 nominations.,75.0,6.2,84%,R,Judd Apatow,125 min,"USA, Japan",
953,1001,Rambo III,Rambo III,1988-05-25,1988,5,119063063,53715611,Action,Sony/TriStar,23,2 wins & 5 nominations.,36.0,5.8,37%,R,Peter MacDonald,102 min,USA,
954,1002,The Expendables,The Expendables,2010-08-13,2010,8,119005606,103068524,Action,Lionsgate,25,3 wins & 5 nominations.,45.0,6.5,42%,R,Sylvester Stallone,103 min,"USA, Bulgaria, Spain, Germany",
955,1003,The Bone Collector,The Bone Collector,1999-11-05,1999,11,118955100,66488090,Thriller/Suspense,Universal,23,1 win & 3 nominations.,45.0,6.7,28%,R,Phillip Noyce,118 min,"USA, Canada",
956,1004,Jungle 2 Jungle,Jungle 2 Jungle,1997-03-07,1997,3,118936161,59925026,Comedy,Walt Disney,24,3 nominations.,42.0,5.2,19%,PG,John Pasquin,105 min,"USA, France",
957,1005,Shaft,Shaft,2000-06-16,2000,6,118865832,70327868,Action,Paramount Pictures,24,1 win & 13 nominations.,50.0,5.9,67%,R,John Singleton,99 min,"Germany, USA",
958,1006,Journey 2: The Mysterious Island,Journey 2 The Mysterious Island,2012-02-10,2012,2,118865230,103860290,Adventure,Warner Bros.,25,7 wins & 4 nominations.,41.0,5.8,45%,PG,Brad Peyton,94 min,USA,
959,1007,300: Rise of an Empire,300 Rise of an Empire,2014-03-07,2014,3,118842619,106580051,Action,Warner Bros.,25,2 wins & 7 nominations.,48.0,6.2,44%,R,Noam Murro,102 min,USA,
960,1008,The Notebook,The Notebook,2004-06-25,2004,6,118828708,81001787,Drama,New Line,25,12 wins & 10 nominations.,53.0,7.8,53%,PG-13,Nick Cassavetes,123 min,USA,
961,1009,Barbershop,Barbershop,2002-09-13,2002,9,118792952,75781642,Comedy,MGM,25,1 win & 17 nominations.,66.0,6.3,83%,PG-13,Tim Story,102 min,USA,
962,1010,The Bucket List,The Bucket List,2007-12-25,2007,12,118639111,93466502,Comedy,Warner Bros.,25,3 wins & 4 nominations.,42.0,7.4,41%,PG-13,Rob Reiner,97 min,USA,
963,1011,Conan the Barbarian,Conan the Barbarian,1982-05-14,1982,5,118566595,38264085,Action,Universal,23,Won 1 Golden Globe. Another 1 win & 9 nominations.,43.0,6.9,66%,R,John Milius,129 min,"USA, Spain, Mexico",
964,1012,The Rookie,The Rookie,2002-03-29,2002,3,118539867,75600072,Drama,Walt Disney,25,5 wins & 4 nominations.,72.0,6.9,84%,G,John Lee Hancock,127 min,USA,
965,1013,Clueless,Clueless,1995-07-01,1995,7,118526958,56598476,Comedy,Paramount Pictures,24,6 wins & 11 nominations.,68.0,6.8,68/100,PG-13,Amy Heckerling,97 min,USA,
966,1014,Doc Hollywood,Doc Hollywood,1991-08-02,1991,8,118477126,54751779,Romantic Comedy,Warner Bros.,23,,56.0,6.2,68%,PG-13,Michael Caton-Jones,104 min,USA,
967,1015,Open Season,Open Season,2006-09-29,2006,9,118367770,85105259,Adventure,Sony Pictures,25,1 win & 10 nominations.,49.0,6.1,48%,PG,"Roger Allers, Jill Culton, Anthony Stacchi(co-director)",86 min,USA,
968,1016,Just Go With It,Just Go With It,2011-02-11,2011,2,118358896,103028109,Romantic Comedy,Sony Pictures,25,5 wins & 13 nominations.,33.0,6.4,19%,PG-13,Dennis Dugan,117 min,USA,
969,1017,Creed,Creed,2015-11-25,2015,11,118336541,109767581,Drama,Warner Bros.,25,Nominated for 1 Oscar. Another 46 wins & 62 nominations.,82.0,7.6,95%,PG-13,Ryan Coogler,133 min,USA,
970,1018,Rise of the Guardians,Rise of the Guardians,2012-11-21,2012,11,118205019,103412758,Adventure,Paramount Pictures,25,Nominated for 1 Golden Globe. Another 14 wins & 31 nominations.,58.0,7.3,74%,PG,Peter Ramsey,97 min,USA,
971,1019,The Three Musketeers,The Three Musketeers,1993-11-12,1993,11,118127821,53661805,Adventure,Walt Disney,23,5 nominations.,35.0,5.7,26%,PG-13,Paul W.S. Anderson,110 min,"USA, Germany, France, UK",
972,1020,Public Enemies,Public Enemies,2009-07-01,2009,7,117949739,97104620,Drama,Universal,25,1 win & 14 nominations.,70.0,7.0,68%,R,Michael Mann,140 min,"USA, Japan",
973,1021,Rookie of the Year,Rookie of the Year,1993-07-07,1993,7,117900272,53579269,Comedy,20th Century Fox,23,1 win & 1 nomination.,53.0,6.1,35%,PG,Daniel Stern,103 min,USA,
974,1023,Monster-in-Law,Monster-in-Law,2005-05-13,2005,5,117863358,82931301,Comedy,New Line,25,1 win & 10 nominations.,31.0,5.6,18%,PG-13,Robert Luketic,101 min,"USA, Germany",
975,1024,The Kid,The Kid,2000-07-07,2000,7,117785003,69688384,Comedy,Walt Disney,24,2 wins.,,8.3,100%,Passed,Charles Chaplin,68 min,USA,
976,1025,12 Monkeys,12 Monkeys,1995-12-27,1995,12,117783500,57141459,Drama,Universal,24,Nominated for 2 Oscars. Another 10 wins & 22 nominations.,74.0,8.0,90%,R,Terry Gilliam,129 min,USA,
977,1027,The Breakfast Club,The Breakfast Club,1985-02-15,1985,2,117724731,45875171,Comedy,Universal,23,3 wins.,66.0,7.9,89%,R,John Hughes,97 min,USA,
978,1028,Four Weddings and a Funeral,Four Weddings and a Funeral,1994-03-09,1994,3,117672686,52700832,Romantic Comedy,Gramercy,23,Nominated for 2 Oscars. Another 24 wins & 26 nominations.,81.0,7.0,96%,R,Mike Newell,117 min,UK,
979,1030,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011-12-20,2011,12,117567146,102515793,Thriller/Suspense,Sony Pictures,25,Won 1 Oscar. Another 26 wins & 91 nominations.,71.0,7.8,86%,R,David Fincher,158 min,"USA, Sweden, Norway",
980,1031,Are We There Yet?,Are We There Yet?,2005-01-21,2005,1,117498238,82674398,Romantic Comedy,Sony Pictures,25,1 win & 8 nominations.,27.0,4.7,12%,PG,Brian Levant,95 min,"USA, Canada",
981,1032,The Santa Clause 3: The Escape Clause,The Santa Clause 3 The Escape Clause,2006-11-03,2006,11,117462664,84500122,Adventure,Walt Disney,25,4 wins & 9 nominations.,32.0,4.7,17%,G,Michael Lembeck,97 min,"USA, Canada",
982,1033,The Nun,The Nun,2018-09-07,2018,9,117450119,117450119,Horror,Warner Bros.,25,2 wins & 1 nomination.,46.0,5.3,25%,R,Corin Hardy,96 min,USA,
983,1034,Girls Trip,Girls Trip,2017-07-21,2017,7,116905077,115108515,Comedy,Universal,25,14 wins & 38 nominations.,71.0,6.2,91%,R,Malcolm D. Lee,122 min,"USA, Canada",
984,1035,Executive Decision,Executive Decision,1996-03-15,1996,3,116820682,56679192,Thriller/Suspense,Warner Bros.,24,2 wins & 2 nominations.,62.0,6.4,64%,R,Stuart Baird,133 min,USA,
985,1036,Hope Floats,Hope Floats,1998-05-29,1998,5,116760110,60110313,Drama,20th Century Fox,24,3 wins & 9 nominations.,42.0,6.0,26%,PG-13,Forest Whitaker,114 min,USA,
986,1037,Edward Scissorhands,Edward Scissorhands,1990-12-07,1990,12,116570540,53976987,Comedy,20th Century Fox,23,Nominated for 1 Oscar. Another 9 wins & 23 nominations.,74.0,7.9,90%,PG-13,Tim Burton,105 min,USA,
987,1038,Broadcast News,Broadcast News,1987-12-16,1987,12,116425099,51249404,Comedy,20th Century Fox,23,Nominated for 7 Oscars. Another 15 wins & 17 nominations.,84.0,7.2,98%,R,James L. Brooks,133 min,USA,
988,1039,Cheaper by the Dozen 2,Cheaper by the Dozen 2,2005-12-21,2005,12,116371623,82571173,Adventure,20th Century Fox,25,1 win & 5 nominations.,34.0,5.5,6%,PG,Adam Shankman,94 min,"USA, Canada",
989,1040,Eddie Murphy Raw,Eddie Murphy Raw,1987-12-18,1987,12,116256199,50504655,Concert/Performance,Paramount Pictures,23,,54.0,7.7,81%,R,Robert Townsend,93 min,USA,
990,1041,Little Darlings,Little Darlings,1980-03-21,1980,3,116249859,34326249,,Paramount Pictures,22,3 nominations.,45.0,6.5,57%,R,Ron Maxwell,96 min,USA,
991,1042,Fifty Shades Darker,Fifty Shades Darker,2017-02-10,2017,2,116220042,114434010,Drama,Universal,25,3 wins & 12 nominations.,33.0,4.6,11%,R,James Foley,118 min,"USA, China, Japan",
992,1043,My Cousin Vinny,My Cousin Vinny,1992-03-13,1992,3,116189086,52929168,Comedy,20th Century Fox,23,Won 1 Oscar. Another 4 wins & 6 nominations.,68.0,7.6,86%,R,Jonathan Lynn,120 min,USA,
993,1044,Beethoven's 2nd,Beethoven's 2nd,1993-12-17,1993,12,116114967,52636940,Comedy,Universal,23,Nominated for 1 Oscar. Another 4 nominations.,,4.9,23%,PG,Rod Daniel,89 min,USA,
994,1045,Due Date,Due Date,2010-11-05,2010,11,116077388,100539043,Comedy,Warner Bros.,25,7 nominations.,51.0,6.5,40%,R,Todd Phillips,95 min,USA,
