Title,Query_Title,Domestic Release Date,Year Released (Domestic),Month Released (Domestic),Infl. Adj. Dom. Box Office,Domestic Box Office,Genre,Theatrical Distributor,Total Oscars Awarded in Year,Awards,Metascore,IMDB,Rotten Tomatoes,Rated,Director,Runtime,Country
Altered States,Altered States,1980-12-25,1980,12,67237521,19853892,Horror,Warner Bros.,22,Nominated for 2 Oscars. Another 1 win & 5 nominations.,58,6.9,84%,R,Ken Russell,102 min,USA
The Final Conflict,The Final Conflict,1981-03-20,1981,3,67083025,20471000,Horror,20th Century Fox,23,1 win.,34,5.6,30%,R,Graham Baker,108 min,"UK, USA"
Soul Man,Soul Man,1986-10-24,1986,10,67075618,27316198,Comedy,New World,23,N/A,33,5.2,13%,PG-13,Steve Miner,104 min,USA
Cruising,Cruising,1980-01-01,1980,1,67001581,19784223,Drama,United Artists,22,5 nominations.,43,6.5,49%,R,William Friedkin,102 min,"West Germany, USA"
Two of a Kind,Two of a Kind,1983-12-16,1983,12,66925003,23700000,Comedy,20th Century Fox,23,6 nominations.,5,4.7,18%,PG,John Herzfeld,88 min,USA
Nuts,Nuts,1987-11-20,1987,11,66808832,28866028,Drama,Warner Bros.,23,1 nomination.,14,5.5,10%,PG-13,Nora Ephron,97 min,USA
The Incredible Shrinking Woman,The Incredible Shrinking Woman,1981-01-30,1981,1,66388305,20259000,Comedy,Universal,23,1 win & 3 nominations.,N/A,5.5,22%,PG,Joel Schumacher,88 min,USA
Tess,Tess,1980-12-12,1980,12,66052592,20093330,,Columbia,22,Nominated for 1 Golden Globe. Another 1 nomination.,46,6.2,57%,PG-13,Hugh Wilson,96 min,USA
Air America,Air America,1990-08-10,1990,8,65857192,30506847,Action,Sony Pictures,23,1 nomination.,33,5.8,13%,R,Roger Spottiswoode,113 min,USA
Agnes of God,Agnes of God,1985-09-13,1985,9,65766074,25627836,Drama,Sony Pictures,23,Nominated for 3 Oscars. Another 1 win & 2 nominations.,52,6.6,43%,PG-13,Norman Jewison,98 min,"USA, Canada"
Outland,Outland,1981-05-22,1981,5,65539563,20000000,Action,Warner Bros.,23,Nominated for 1 Oscar. Another 1 win & 6 nominations.,48,6.6,56%,R,Peter Hyams,109 min,UK
Things Are Tough All Over,Things Are Tough All Over,1982-07-30,1982,7,65487800,21134374,Comedy,Sony Pictures,23,N/A,40,6.0,40/100,R,Thomas K. Avildsen,90 min,USA
My Tutor,My Tutor,1983-03-04,1983,3,65323036,22587000,Comedy,Crown,23,N/A,17,5.2,17/100,R,George Bowers,97 min,USA
Night Shift,Night Shift,1982-07-30,1982,7,65124274,21017056,Comedy,Warner Bros.,23,Nominated for 1 Golden Globe. Another 1 win.,62,6.6,92%,R,Ron Howard,106 min,USA
La Guerre du feu,La Guerre du feu,1982-02-12,1982,2,64946192,20959585,Adventure,20th Century Fox,23,N/A,N/A,7.0,,,,,
Shoot to Kill,Shoot to Kill,1988-02-12,1988,2,64944762,29300000,Action,Walt Disney,23,2 nominations.,N/A,6.8,100%,R,Roger Spottiswoode,110 min,"USA, Canada"
Wildcats,Wildcats,1986-02-14,1986,2,64544824,26285544,Comedy,Warner Bros.,23,2 nominations.,41,6.0,22%,R,Michael Ritchie,106 min,USA
Green Card,Green Card,1990-12-25,1990,12,64493106,29804169,Romantic Comedy,Walt Disney,23,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,58,6.2,60%,PG-13,Peter Weir,107 min,"France, Australia, USA"
The Octagon,The Octagon,1980-01-01,1980,1,64345725,19000000,Action,American Cinema Releasing,22,N/A,48,5.2,33%,R,Eric Karson,103 min,USA
Heavy Metal,Heavy Metal,1981-08-07,1981,8,64134036,19571091,Adventure,Columbia,23,4 wins & 2 nominations.,51,6.7,60%,R,"Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker",86 min,Canada
Fright Night,Fright Night,1985-08-02,1985,8,63955370,24922237,Horror,Sony Pictures,23,2 wins & 8 nominations.,64,6.3,72%,R,Craig Gillespie,106 min,USA
Pacific Heights,Pacific Heights,1990-09-28,1990,9,63428812,29381956,Thriller/Suspense,20th Century Fox,23,N/A,55,6.4,48%,R,John Schlesinger,102 min,USA
Summer Rental,Summer Rental,1985-08-09,1985,8,63310646,24671000,Comedy,Paramount Pictures,23,3 nominations.,38,6.3,17%,PG,Carl Reiner,87 min,USA
The Beach Girls,The Beach Girls,1982-03-26,1982,3,63270462,20418789,Comedy,Crown,23,N/A,N/A,5.0,,,,,
Some Kind of Hero,Some Kind of Hero,1982-04-02,1982,4,63213743,20400486,Comedy,Paramount Pictures,23,N/A,68,5.8,40%,R,Michael Pressman,97 min,USA
Jumpin' Jack Flash,Jumpin' Jack Flash,1986-10-10,1986,10,62831506,25587804,Comedy,20th Century Fox,23,2 nominations.,52,5.9,29%,R,Penny Marshall,105 min,USA
The Emerald Forest,The Emerald Forest,1985-07-03,1985,7,62791121,24468550,Drama,Avco Embassy,23,Nominated for 3 BAFTA Film Awards. Another 1 nomination.,N/A,6.9,81%,R,John Boorman,114 min,UK
Six Pack,Six Pack,1982-07-16,1982,7,62673047,20225989,Comedy,20th Century Fox,23,N/A,45,6.0,45/100,PG,Daniel Petrie,108 min,USA
Class,Class,1983-07-22,1983,7,62664620,21667789,Comedy,Orion Pictures,23,21 wins & 39 nominations.,65,7.7,86%,PG-13,Matthew Vaughn,131 min,"USA, UK"
Ernest Saves Christmas,Ernest Saves Christmas,1988-11-11,1988,11,62511244,28202109,Comedy,Walt Disney,23,N/A,44,5.6,36%,PG,John R. Cherry III,95 min,USA
Mommie Dearest,Mommie Dearest,1981-09-18,1981,9,62367452,19032000,Drama,Paramount Pictures,23,9 wins & 11 nominations.,55,6.7,49%,R,Frank Perry,129 min,USA
